iter	Logloss
323	0.1462606606
324	0.1461170548
325	0.1458887276
326	0.1456394466
327	0.1455116813
328	0.1453149674
329	0.1451039686
330	0.144808776
331	0.1446136312
332	0.1443510394
333	0.1441534732
334	0.1440157248
335	0.1437750742
336	0.1435016605
337	0.1432660421
338	0.1430701398
339	0.142966656
340	0.1428101452
341	0.1425440633
342	0.1424085739
343	0.1422721376
344	0.1420465158
345	0.1418474211
346	0.1416581336
347	0.1414187005
348	0.141213018
349	0.1411368458
350	0.140845062
351	0.1406056695
352	0.140513968
353	0.1403078661
354	0.1400464105
355	0.1398748033
356	0.1397036424
357	0.1395305877
358	0.1393356594
359	0.1390669261
360	0.138750171
361	0.1385911982
362	0.1383936185
363	0.1382041552
364	0.1379781006
365	0.1378456008
366	0.13754194
367	0.1373309007
368	0.1371164795
369	0.1368582705
370	0.136673163
371	0.1364881096
372	0.1362660455
373	0.1360661121
374	0.1358446703
375	0.1355069073
376	0.1352890502
377	0.1351979574
378	0.1348807423
379	0.1348114555
380	0.134542871
381	0.1343840471
382	0.1342166062
383	0.1340837682
384	0.1339559623
385	0.1337202762
386	0.1336272625
387	0.1335005523
388	0.1332076188
389	0.1330493088
390	0.1328024222
391	0.1326132159
392	0.1323750137
393	0.1321372039
394	0.1319125967
395	0.1316813611
396	0.1315274881
397	0.1312845108
398	0.1311355753
399	0.1307799698
400	0.1307024043
401	0.130458426
402	0.1302939476
403	0.1301248158
404	0.129944781
405	0.1297143165
406	0.1295499463
407	0.1293043718
408	0.1291930287
409	0.1290263183
410	0.1288588774
411	0.1287009733
412	0.1285527412
413	0.1283880328
414	0.1281991783
415	0.1280275981
416	0.1278734275
417	0.127705919
418	0.1275932096
419	0.1273919775
420	0.1272672829
421	0.1271105962
422	0.1269642715
423	0.1268119271
424	0.1266270901
425	0.1264611914
426	0.1262649374
427	0.1261631039
428	0.1259855176
429	0.1258742961
430	0.1256989959
431	0.125557284
432	0.1255298236
433	0.1253635055
434	0.1252903228
435	0.1251249787
436	0.1248964756
437	0.1246899544
438	0.1245788277
439	0.1243644065
440	0.1242276455
441	0.1242045409
442	0.1241146656
443	0.1239610496
444	0.1237949885
445	0.1236463371
446	0.1234835902
447	0.1233282698
448	0.1231551339
449	0.1230692356
450	0.12297004
451	0.1227864205
452	0.1226122159
453	0.1223703209
454	0.1221227172
455	0.1221056999
456	0.1219648808
457	0.1218358574
458	0.1216507229
459	0.1214666975
460	0.1213354692
461	0.1211851945
462	0.1210752041
463	0.1209483586
464	0.1206901767
465	0.1204726578
466	0.1203504522
467	0.1201834712
468	0.1199064728
469	0.1197469454
470	0.1196387
471	0.119511584
472	0.1192694454
473	0.1191154372
474	0.1189434511
475	0.1188485031
476	0.1186955499
477	0.1185378081
478	0.1183302994
479	0.1181197065
480	0.1179603685
481	0.1176181009
482	0.1175163756
483	0.1172859787
484	0.1171926133
485	0.1169886758
486	0.1168987193
487	0.1167300204
488	0.1165208208
489	0.1163531635
490	0.1162299975
491	0.1160625025
492	0.1159534725
493	0.1158175908
494	0.1156909077
495	0.1155724897
496	0.1153129145
497	0.1151473133
498	0.1149087459
499	0.114651565
500	0.1145233533
501	0.1143540457
502	0.1142608967
503	0.1140868275
504	0.1138230858
505	0.1137123378
506	0.1135428814
507	0.1133250176
508	0.1132002688
509	0.1130281949
510	0.1128949104
511	0.1127413148
512	0.1126139079
513	0.1124361322
514	0.1122757526
515	0.1121394719
516	0.1120731002
517	0.1117762099
518	0.1116713328
519	0.1115661986
520	0.1115077134
521	0.1114132049
522	0.1113059943
523	0.1112193655
524	0.1110984248
525	0.1109781062
526	0.1108935201
527	0.1106265454
528	0.1104930107
529	0.1103371627
530	0.1101794209
531	0.1100654264
532	0.10985227
533	0.1097569297
534	0.1096917957
535	0.1095799115
536	0.109393857
537	0.1092286076
538	0.1090234527
539	0.108788355
540	0.1086568088
541	0.1085490775
542	0.108458519
543	0.1082676894
544	0.1081016148
545	0.1080193486
546	0.1078251778
547	0.1076026673
548	0.1075194474
549	0.1074507017
550	0.1073405827
551	0.107178032
552	0.1069585651
553	0.1068355547
554	0.1066958042
555	0.1065936866
556	0.10649489
557	0.1063432626
558	0.1061935966
559	0.1060137241
560	0.1057720658
561	0.1056554537
562	0.1055619666
563	0.1054585437
564	0.1053582049
565	0.1052481198
566	0.1050773512
567	0.1049508102
568	0.1048300993
569	0.1047283335
570	0.1046420632
571	0.1044025827
572	0.1042872828
573	0.1041484725
574	0.1040401121
575	0.1039142338
576	0.1037611792
577	0.1036819904
578	0.1035526357
579	0.103462828
580	0.1034252627
581	0.1032872843
582	0.1031043479
583	0.1029728693
584	0.1028205114
585	0.1027252522
586	0.1025462252
587	0.1023617399
588	0.1022468729
589	0.1020878257
590	0.1019364959
591	0.1018746018
592	0.1017396535
593	0.1016233187
594	0.1015050631
595	0.1013948562
596	0.1012447979
597	0.1011057779
598	0.1009668797
599	0.100732871
600	0.1005550141
601	0.1004712125
602	0.1003644754
603	0.1002784012
604	0.1001681673
605	0.1000295193
606	0.09991357682
607	0.09982960613
608	0.09971532754
609	0.09959863433
610	0.09950842756
611	0.09940597182
612	0.09934793973
613	0.09925836198
614	0.09914979867
615	0.09903243586
616	0.0989277887
617	0.09884918159
618	0.09877767631
619	0.09866277546
620	0.09856547362
621	0.0984956322
622	0.0984013199
623	0.09829858009
624	0.09816726387
625	0.09805723961
626	0.09794859514
627	0.09786558489
628	0.09780087708
629	0.09770452215
630	0.09759414619
631	0.09744276223
632	0.09739952899
633	0.09724052916
634	0.09714637242
635	0.0971053509
636	0.09709663932
637	0.09701696355
638	0.09694794729
639	0.09685252575
640	0.09669681306
641	0.09663086749
642	0.09651263893
643	0.09641314567
644	0.09628610408
645	0.09608580542
646	0.0960262515
647	0.09589082975
648	0.09577238475
649	0.09554470008
650	0.09545067862
651	0.09534308251
652	0.09526027517
653	0.09520068067
654	0.09506667252
655	0.09493743274
656	0.09481396912
657	0.09473601808
658	0.09457751876
659	0.09448788014
660	0.09433183602
661	0.09420491618
662	0.09415535217
663	0.09406179739
664	0.09388259455
665	0.09381832637
666	0.09371869784
667	0.09361018188
668	0.09353711419
669	0.09342587248
670	0.09332029194
671	0.09326977425
672	0.0931814816
673	0.09307145058
674	0.0928693325
675	0.09278294719
676	0.09264204688
677	0.09259731212
678	0.09252348014
679	0.09242155197
680	0.09230170013
681	0.09223451006
682	0.09222500713
683	0.09214401245
684	0.09205477288
685	0.09193806614
686	0.09183982416
687	0.09167381043
688	0.09158883196
689	0.09141752906
690	0.09132816098
691	0.09128300011
692	0.09117751426
693	0.09114174809
694	0.09100831485
695	0.09087149302
696	0.09079710642
697	0.09059642224
698	0.09053026023
699	0.09039642794
700	0.09034752
701	0.09029332966
702	0.0901469508
703	0.09007314587
704	0.09006252695
705	0.08995503906
706	0.08980427735
707	0.08961726926
708	0.0895370524
709	0.08946286871
710	0.08942406566
711	0.08934664895
712	0.08924489664
713	0.08917398656
714	0.08901264651
715	0.08889190863
716	0.08874354802
717	0.08863160965
718	0.08856689507
719	0.0884180813
720	0.08828598726
721	0.0882564707
722	0.08816523586
723	0.08807519818
724	0.08791871443
725	0.08780977236
726	0.08770208832
727	0.08763785396
728	0.08750107948
729	0.08737771055
730	0.08732776101
731	0.08720612357
732	0.08714057706
733	0.08701512492
734	0.08689623352
735	0.08681305419
736	0.08670725721
737	0.08661567742
738	0.08646776997
739	0.08635970718
740	0.08625447158
741	0.08614226943
742	0.08606664509
743	0.08600610368
744	0.08596532565
745	0.08585098618
746	0.08571889891
747	0.08562173911
748	0.08546672307
749	0.08537732794
750	0.08526296819
751	0.0851545875
752	0.08499921975
753	0.08491847532
754	0.08481983428
755	0.08471064872
756	0.08465700623
757	0.08451030271
758	0.08439324426
759	0.08430680485
760	0.08429886432
761	0.08420599944
762	0.08411891748
763	0.08405456814
764	0.08395199066
765	0.08380191884
766	0.08368598992
767	0.08362638866
768	0.08359794076
769	0.0834613286
770	0.08332399274
771	0.08324501362
772	0.08313926399
773	0.08307113377
774	0.08294856295
775	0.08291352725
776	0.08274551824
777	0.08264703277
778	0.08256011314
779	0.08247927402
780	0.08236075462
781	0.08223666874
782	0.08209247454
783	0.08198608236
784	0.08186330863
785	0.08176358541
786	0.0817096115
787	0.08158043936
788	0.08149420285
789	0.08143674566
790	0.08137500032
791	0.08130304864
792	0.08120861459
793	0.08106914141
794	0.0810246028
795	0.08091756131
796	0.08081771634
797	0.08074541295
798	0.08069505083
799	0.08068694798
800	0.08060708959
801	0.08052992313
802	0.08046925998
803	0.08037324324
804	0.08027730766
805	0.08014367151
806	0.08005288307
807	0.07995293665
808	0.07985948333
809	0.07984622658
810	0.07971800135
811	0.07962824774
812	0.07960803796
813	0.0795272259
814	0.07944276147
815	0.07931271682
816	0.07920112339
817	0.0791047076
818	0.0790607777
819	0.0790351029
820	0.07896196081
821	0.07890094595
822	0.07877429665
823	0.07872404274
824	0.0786328079
825	0.07853402483
826	0.07852140386
827	0.07845401088
828	0.07835319194
829	0.07834084152
830	0.07827185232
831	0.07820445933
832	0.07808350502
833	0.07801555065
834	0.07794836734
835	0.07783064605
836	0.07772871789
837	0.0776814941
838	0.07758991431
839	0.07753834826
840	0.07744552396
841	0.07732506339
842	0.07718087595
843	0.07707170392
844	0.07701847401
845	0.07696292417
846	0.07687838534
847	0.07674886825
848	0.07663421766
849	0.07655866772
850	0.07647936395
851	0.07635991793
852	0.0762689604
853	0.0761808436
854	0.07611574349
855	0.07608044401
856	0.07601171859
857	0.07596375756
858	0.07585358451
859	0.07578983036
860	0.07569507842
861	0.07563340748
862	0.07556288969
863	0.07553072179
864	0.07545625403
865	0.07535551626
866	0.07527363554
867	0.0751817852
868	0.07508861596
869	0.07494567979
870	0.07484893934
871	0.07477512765
872	0.0747090874
873	0.0746005038
874	0.07451480838
875	0.07444115226
876	0.07436124653
877	0.07430328207
878	0.07420211143
879	0.07413270964
880	0.07404102839
881	0.07396606689
882	0.07388562683
883	0.0737391668
884	0.07364416461
885	0.07353985563
886	0.0735016275
887	0.07341442379
888	0.07335925271
889	0.07332690895
890	0.07324291797
891	0.07316033384
892	0.07309095234
893	0.0729920881
894	0.07293206749
895	0.07283604399
896	0.07264810927
897	0.07253603563
898	0.07247753684
899	0.0723913071
900	0.07228575362
901	0.07221005487
902	0.072135533
903	0.07207520803
904	0.07199302295
905	0.07186037429
906	0.07173941321
907	0.07164462746
908	0.0715669402
909	0.07145770729
910	0.07134295524
911	0.07126384762
912	0.07116383356
913	0.07109264617
914	0.07100889869
915	0.07092764023
916	0.07086519823
917	0.0708120292
918	0.07073024317
919	0.07066400677
920	0.07056993796
921	0.07051298804
922	0.07045569995
923	0.07038324775
924	0.07028198919
925	0.07021918195
926	0.07013600938
927	0.07002374636
928	0.06997470315
929	0.06987809797
930	0.06982266311
931	0.06976708622
932	0.06966103899
933	0.06960597613
934	0.06949735871
935	0.06938834901
936	0.06929914326
937	0.06924719844
938	0.06917523323
939	0.06909295346
940	0.06904699447
941	0.06897431908
942	0.06889502884
943	0.0687887787
944	0.06869972175
945	0.06864516617
946	0.06853652846
947	0.06842366347
948	0.06835269252
949	0.06827798126
950	0.06821764953
951	0.0680838781
952	0.06798073248
953	0.06791141862
954	0.06779484715
955	0.06768742013
956	0.06763778849
957	0.06759028739
958	0.06755542079
959	0.06742691148
960	0.06734533513
961	0.06722685631
962	0.06709280082
963	0.06693217771
964	0.06685792639
965	0.06679558585
966	0.06672443228
967	0.0666612801
968	0.06659960239
969	0.06652518198
970	0.06646578363
971	0.06636514055
972	0.06629849157
973	0.06622039173
974	0.06614344171
975	0.06600761414
976	0.06587446497
977	0.06574369661
978	0.06564885674
979	0.06557181203
980	0.06549133815
981	0.06543664053
982	0.06541208849
983	0.06531987968
984	0.06522157006
985	0.06508514053
986	0.06500683778
987	0.06491924854
988	0.06485487891
989	0.06482929203
990	0.0647895556
991	0.0647411617
992	0.06465162453
993	0.06458208071
994	0.06453146833
995	0.06444677393
996	0.06439971924
997	0.06439626978
998	0.06433369251
999	0.06428027322
